study,Reference,Case,Location ,Location2,coordinate 1,coordinate 2,Region,Climate,Mean annual precipitation (mm),MAP (2001-2009),NDVI aster,NDVI,Soilwet,part of the gradient,gradient 2,Study type,Performance estimator,Performance estimator2,SGH test?,Study mechanism?,suggested mechanism,Neighbor life-form1,Neighbor life-form2,Neighbor life-form3,Neighbor species,Target life-form1,Target life-form2,Target life-form3,Target life-form4,Target species,Target ontogenetic phase1,Target ontogenetic phase2,Balance interaction,OBS,Main Hypothesis or Question,data usable for Meta?,ask the authors?,DATA META,MEANc,MEANe,SDc,SDe,Nc,Ne,SEc,SEe
33,"Martinez ML, Perez-Maqueo O, Vasquez VM, 2004",33.03,"Veracruz, Mexico",,,,tropical,NA (season nortes),1260,657,0.151,6.7,5661,parabolic mobile dunes,2,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Chamaecrista chamaecristoides var. chamaecristoides,grasses,grass,herb,non-wood,Trachypogon plumosus and Schizachyrium scoparium var. littoralis,seedlings,young,positive,,,YES,NA,NO,0.52,0.61,1.66,2.1,9,9,,
33,"Martinez ML, Perez-Maqueo O, Vasquez VM, 2004",33.04,"Veracruz, Mexico",,,,tropical,NA (season dry),1260,657,0.151,6.7,5661,parabolic mobile dunes,2,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Chamaecrista chamaecristoides var. chamaecristoides,grass,grass,herb,non-wood,Trachypogon plumosus,adult,adult,positive,,,YES,NA,YES,0.1,1.57,0.13,2.02,9,9,,
33,"Martinez ML, Perez-Maqueo O, Vasquez VM, 2004",33.05,"Veracruz, Mexico",,,,tropical,NA (season dry),1260,657,0.151,6.7,5661,parabolic mobile dunes,2,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Chamaecrista chamaecristoides var. chamaecristoides,grass,grass,herb,non-wood,Schizachyrium scoparium var. littoralis,adult,adult,positive,,,YES,NA,YES,0.15,0.15,0.17,0.23,9,9,,
33,"Martinez ML, Perez-Maqueo O, Vasquez VM, 2004",33.06,"Veracruz, Mexico",,,,tropical,NA (season dry),1260,657,0.151,6.7,5661,parabolic mobile dunes,2,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Chamaecrista chamaecristoides var. chamaecristoides,grasses,grass,herb,non-wood,Trachypogon plumosus and Schizachyrium scoparium var. littoralis,seedlings,young,positive,,,YES,NA,YES,23.5,6.31,17.4,6.2,9,9,,
33,"Martinez ML, Perez-Maqueo O, Vasquez VM, 2004",33.07,"Veracruz, Mexico",,,,tropical,NA (season rainy),1260,657,0.151,6.7,5661,parabolic mobile dunes,2,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Chamaecrista chamaecristoides var. chamaecristoides,grass,grass,herb,non-wood,Trachypogon plumosus,adult,adult,positive,,,YES,NA,YES,0.17,0.92,0.16,1.09,9,9,,
33,"Martinez ML, Perez-Maqueo O, Vasquez VM, 2004",33.08,"Veracruz, Mexico",,,,tropical,NA (season rainy),1260,657,0.151,6.7,5661,parabolic mobile dunes,2,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Chamaecrista chamaecristoides var. chamaecristoides,grass,grass,herb,non-wood,Schizachyrium scoparium var. littoralis,adult,adult,positive,,,YES,NA,YES,1.13,0.15,0.23,0.15,9,9,,
33,"Martinez ML, Perez-Maqueo O, Vasquez VM, 2004",33.09,"Veracruz, Mexico",,,,tropical,NA (season rainy),1260,657,0.151,6.7,5661,parabolic mobile dunes,2,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Chamaecrista chamaecristoides var. chamaecristoides,grasses,grass,herb,non-wood,Trachypogon plumosus and Schizachyrium scoparium var. littoralis,seedlings,young,positive,,,YES,NA,YES,19.32,10.15,19.79,11.77,9,9,,
34,"Sternberg M, Yu SL, Bar P, 2004",34.01,Israel,,34°45'N,32°03N,temperate,typical mediterranean,590,542,,NA,5144,open shrub,2,pattern,abundance (density),abundance,no,no,no,shrub,shrub ,wood,Retama raetam,herbs,herb,herb,non-wood,all,seedlings,young,negative,,"This study investigated the effects of microhabitat characteristics (open patches, shrubs understorey and disturbed patches in trails) on soil seed bank structure, regeneration strategies (functional groups), and plant composition.",YES,NA,YES,2620,1030,1771,822,40,40,280,130
34,"Sternberg M, Yu SL, Bar P, 2004",34.02,Israel,,,,temperate,typical mediterranean,590,542,,NA,5144,open shrub,2,pattern,riqueza,richness,,,,shrub,shrub ,wood,Retama raetam,herbs,herb,herb,non-wood,all,all (less seeds),several,negative,,,YES,NA,YES,11.8,5,5,4,20,20,1.2,1
34,"Sternberg M, Yu SL, Bar P, 2004",34.03,Israel,,,,temperate,typical mediterranean,590,542,,NA,5144,open shrub,2,pattern,biomass (aboveground),growth,,,,shrub,shrub ,wood,Retama raetam,herbs,herb,herb,non-wood,all,all (less seeds),several,negative,,,YES,NA,YES,217,55.4,80,77,20,20,18,17.2
34,"Sternberg M, Yu SL, Bar P, 2004",34.04,Israel,,,,temperate,typical mediterranean,590,542,,NA,5144,open shrub,2,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Retama raetam,herbs,herb,herb,non-wood,all,all (less seeds),several,negative,,,YES,NA,YES,1900,252,1252,215,20,20,280,48
34,"Sternberg M, Yu SL, Bar P, 2004",34.05,Israel,,,,temperate,typical mediterranean,590,542,,NA,5144,open shrub,2,pattern,biomass (aboveground),growth,,,,shrub,shrub ,wood,Retama raetam,herbs (annual forbs),forb,herb,non-wood,all,all (less seeds),several,negative,,,"NO, because the authors only present date for significative results (among the functional groups). However it's not necessary since they already provided the result for all targets together",NO,NO,,,,,,,,
34,"Sternberg M, Yu SL, Bar P, 2004",34.06,Israel,,,,temperate,typical mediterranean,590,542,,NA,5144,open shrub,2,pattern,biomass (aboveground),growth,,,,shrub,shrub ,wood,Retama raetam,herbs (perennial forbs),forb,herb,non-wood,all,all (less seeds),several,negative,,,"NO, because the authors only present date for significative results (among the functional groups)",NO,NO,,,,,,,,
34,"Sternberg M, Yu SL, Bar P, 2004",34.07,Israel,,,,temperate,typical mediterranean,590,542,,NA,5144,open shrub,2,pattern,biomass (aboveground),growth,,,,shrub,shrub ,wood,Retama raetam,herbs (annual legumes),herb,herb,non-wood,all,all (less seeds),several,neutral,,,"NO, because the authors only present date for significative results (among the functional groups)",NO,NO,,,,,,,,
34,"Sternberg M, Yu SL, Bar P, 2004",34.08,Israel,,,,temperate,typical mediterranean,590,542,,NA,5144,open shrub,2,pattern,biomass (aboveground),growth,,,,shrub,shrub ,wood,Retama raetam,herbs (annual grasses),grass,herb,non-wood,all,all (less seeds),several,neutral,,,"NO, because the authors only present date for significative results (among the functional groups)",NO,NO,,,,,,,,
34,"Sternberg M, Yu SL, Bar P, 2004",34.09,Israel,,,,temperate,typical mediterranean,590,542,,NA,5144,open shrub,2,pattern,biomass (aboveground),growth,,,,shrub,shrub ,wood,Retama raetam,herbs (annual composities),herb,herb,non-wood,all,all (less seeds),several,neutral,,,"NO, because the authors only present date for significative results (among the functional groups)",NO,NO,,,,,,,,
34,"Sternberg M, Yu SL, Bar P, 2004",34.10,Israel,,,,temperate,typical mediterranean,590,542,,NA,5144,open shrub,2,pattern,biomass (aboveground),growth,,,,shrub,shrub ,wood,Retama raetam,herbs (annual crucifers),herb,herb,non-wood,all,all (less seeds),several,neutral,,,"NO, because the authors only present date for significative results (among the functional groups)",NO,NO,,,,,,,,
41,"Franks SJ, Peterson CJ, 2003",41.02,"Florida, USA",,,,tropical,subtropical,1346,2165,,5.7,6930,NA,,experimental,biomass,growth,,,,herb,herb,non-wood,"Cenchrus echinatus, Chamaesyce mesembryanthemifolia, Eustachys petraea, Fimbristylis spathacea, Ipomoea pes-caprae, Iva imbricata, Sesuvium portulacastrum, Uniola paniculata",herbs,herb,herb,non-wood,"Cenchrus echinatus, Chamaesyce mesembryanthemifolia, Eustachys petraea, Fimbristylis spathacea, Ipomoea pes-caprae, Iva imbricata, Sesuvium portulacastrum, Uniola paniculata",NA,NA,neutral,"o desenho experimental não foi desenhado presumindo direção da interação, portanto não é possível definir ""neighbor"" e ""target"". All are neighbor and target at the same time.",,"NO, because there isn't with and without neighbor. The interaction was infered from density treatments",NO,NO,,,,,,,,
41,"Franks SJ, Peterson CJ, 2003",41.04,"Florida, USA",,,,tropical,subtropical,1346,2165,,5.7,6930,NA,,experimental,biomass,growth,,,,herb,herb,non-wood,"Cenchrus echinatus, Chamaesyce mesembryanthemifolia, Eustachys petraea, Fimbristylis spathacea, Ipomoea pes-caprae, Iva imbricata, Sesuvium portulacastrum, Uniola paniculata",herbs,herb,herb,non-wood,"Cenchrus echinatus, Chamaesyce mesembryanthemifolia, Eustachys petraea, Fimbristylis spathacea, Ipomoea pes-caprae, Iva imbricata, Sesuvium portulacastrum, Uniola paniculata",NA,NA,positive,,,"NO, because there isn't with and without neighbor. The interaction was infered from density treatments",NO,NO,,,,,,,,
42,"Martinez ML, 2003",42.01,"Veracruz, Mexico",,19°31'N,96°23'W,tropical,NA,1260,657,,6.7,5661,parabolic mobile dunes,2,pattern,abundance (density),abundance,no,somewhat,"reduction of sand surface temp, light intensity, wind speed, sand movement and phophastes on dry season. Não foi encontrado efeito em relação à agua no solo, nitratos, MO e temperatura do ar",shrub,shrub ,wood,Chamaecrista chamaecristoides var. chamaecristoides,grass,grass,herb,non-wood,Trachypogon plumosus,adult,adult,positive,,Check the pattern of plant distribution  and test if facilitation is the responsible process. It was also examined changes in microenvironmental characteristics to try to understand the mechanism behind,"NO, she used Qui-quadrado, then she don't provide mean and SD",NO,NO,,,,,,,,
42,"Martinez ML, 2003",42.02,"Veracruz, Mexico",,,,tropical,NA,1260,657,,6.7,5661,parabolic mobile dunes,2,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Chamaecrista chamaecristoides var. chamaecristoides,grass,grass,herb,non-wood,Schizachyrium scoparium var. littoralis,adult,adult,positive,,,"NO, she used Qui-quadrado, then she don't provide mean and SD",NO,NO,,,,,,,,
42,"Martinez ML, 2003",42.03,"Veracruz, Mexico",,,,tropical,NA,1260,657,,6.7,5661,parabolic mobile dunes,2,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Chamaecrista chamaecristoides var. chamaecristoides,grasses,grass,herb,non-wood,Trachypogon plumosus and Schizachyrium scoparium var. littoralis,seedlings,young,positive,,,"NO, she used Qui-quadrado, then she don't provide mean and SD",NO,NO,,,,,,,,
44,"Rudgers JA, Maron JL, 2003",44.09,"California, USA",,,,temperate,NA,NA,482,0.652,5.0,4332,NA,2,experimental,growth (height),growth,,,,shrub,shrub ,wood,Baccharis pilularis pilularis,shrub,shrub,shrub,wood,Lupinus arboreus,seedlings,young,positive,,,"YES, because the authors don't provide the N for the last measurement of growth, but they sended by e-mail",YES,YES,25.64,32.8,14.17,13.65,37,50,2.33,1.93
44,"Rudgers JA, Maron JL, 2004",44.10,"California, USA",,,,temperate,NA,NA,482,0.652,5.0,4332,NA,2,experimental,growth (height),growth,,,,grass,herb,non-wood,Ammophila arenaria,shrub,shrub,shrub,wood,Lupinus arboreus,seedlings,young,positive,,,"YES, because the authors don't provide the N for the last measurement of growth, but they sended by e-mail",YES,YES,25.64,37.47,14.17,14.88,37,17,2.33,3.61
45,"Franks SJ, 2003",45.25,"Florida, USA",,,,tropical,subtropical,NA,1116,,5.9,5232,"foredune, mid-dune and rear dune",4,experimental,biomass (aboveground),growth,,,,grass,herb,non-wood,Uniola paniculata,grass,grass,herb,non-wood,Uniola paniculata,juveniles,young,neutral,,,YES,NA,YES,0.36,2.19,0.17,1.14,2,3,0.12,0.66
45,"Franks SJ, 2003",45.26,"Florida, USA",,,,tropical,subtropical,NA,1116,,5.9,5232,"foredune, mid-dune and rear dune",4,experimental,biomass (aboveground),growth,,,,shrub,shrub ,wood,Iva imbricata,grass,grass,herb,non-wood,Uniola paniculata,juveniles,young,neutral,,,YES,NA,YES,0.36,4.46,0.17,3.42,2,2,0.12,2.42
45,"Franks SJ, 2003",45.27,"Georgia, USA",,,,temperate,NA,NA,881,0.193,8.0,6090,"foredune, mid-dune and rear dune",4,experimental,biomass (aboveground),growth,,,,grass,herb,non-wood,Uniola paniculata,grass,grass,herb,non-wood,Uniola paniculata,juveniles,young,negative,,,YES,NA,YES,4.73,1.65,1.16,1.10,4,2,0.579999999999999,0.78
45,"Franks SJ, 2003",45.28,"Georgia, USA",,,,temperate,NA,NA,881,0.193,8.0,6090,"foredune, mid-dune and rear dune",4,experimental,biomass (aboveground),growth,,,,shrub,shrub ,wood,Iva imbricata,grass,grass,herb,non-wood,Uniola paniculata,juveniles,young,negative,,,YES,NA,YES,4.73,0.69,1.16,1.27,4,2,0.579999999999999,0.9
45,"Franks SJ, 2003",45.29,"Florida, USA",,,,tropical,subtropical,NA,1116,,5.9,5232,"foredune, mid-dune and rear dune",4,experimental,biomass (aboveground),growth,,,,grass,herb,non-wood,Uniola paniculata,shrub,shrub,shrub,wood,Iva imbricata,juveniles,young,neutral,,,"NO, he did not present the data since is not significative",YES,NO,,,,,,,,
45,"Franks SJ, 2003",45.30,"Florida, USA",,,,tropical,subtropical,NA,1116,,5.9,5232,"foredune, mid-dune and rear dune",4,experimental,biomass (aboveground),growth,,,,shrub,shrub ,wood,Iva imbricata,shrub,shrub,shrub,wood,Iva imbricata,juveniles,young,neutral,,,"NO, he did not present the data since is not significative",YES,NO,,,,,,,,
45,"Franks SJ, 2003",45.31,"Georgia, USA",,,,temperate,NA,NA,881,0.193,8.0,6090,"foredune, mid-dune and rear dune",4,experimental,biomass (aboveground),growth,,,,grass,herb,non-wood,Uniola paniculata,shrub,shrub,shrub,wood,Iva imbricata,juveniles,young,neutral,,,"NO, he did not present the data since is not significative",YES,NO,,,,,,,,
45,"Franks SJ, 2003",45.32,"Georgia, USA",,,,temperate,NA,NA,881,0.193,8.0,6090,"foredune, mid-dune and rear dune",4,experimental,biomass (aboveground),growth,,,,shrub,shrub ,wood,Iva imbricata,shrub,shrub,shrub,wood,Iva imbricata,juveniles,young,neutral,,,"NO, he did not present the data since is not significative",YES,NO,,,,,,,,
45,"Franks SJ, 2003",45.33,"Florida, USA",,,,tropical,subtropical,NA,1116,,5.9,5232,"foredune, mid-dune and rear dune",4,experimental,growth (N leaves),growth,,,,grass,herb,non-wood,Uniola paniculata,shrub,shrub,shrub,wood,Iva imbricata,juveniles,young,neutral,,,YES,NA,YES,6.73,6.57,9.15,15.05,2,5,6.47,6.73
45,"Franks SJ, 2003",45.34,"Florida, USA",,,,tropical,subtropical,NA,1116,,5.9,5232,"foredune, mid-dune and rear dune",4,experimental,growth (N leaves),growth,,,,shrub,shrub ,wood,Iva imbricata,shrub,shrub,shrub,wood,Iva imbricata,juveniles,young,neutral,,,YES,NA,YES,6.73,16.8,9.15,9.76,2,2,6.47,6.9
45,"Franks SJ, 2003",45.35,"Georgia, USA",,,,temperate,NA,NA,881,0.193,8.0,6090,"foredune, mid-dune and rear dune",4,experimental,growth (N leaves),growth,,,,grass,herb,non-wood,Uniola paniculata,shrub,shrub,shrub,wood,Iva imbricata,juveniles,young,negative,,,YES,NA,YES,45.6,23.6,12.49,15.56,6,8,5.1,5.5
45,"Franks SJ, 2003",45.36,"Georgia, USA",,,,temperate,NA,NA,881,0.193,8.0,6090,"foredune, mid-dune and rear dune",4,experimental,growth (N leaves),growth,,,,shrub,shrub ,wood,Iva imbricata,shrub,shrub,shrub,wood,Iva imbricata,juveniles,young,negative,,,YES,NA,YES,45.6,21.9,12.49,13.72,6,6,5.1,5.6
45,"Franks SJ, 2003",45.37,"Florida, USA",,,,tropical,subtropical,NA,1116,,5.9,5232,"foredune, mid-dune and rear dune",4,experimental,growth (N leaves),growth,,,,grass,herb,non-wood,Uniola paniculata,grass,grass,herb,non-wood,Uniola paniculata,juveniles,young,neutral,,,"NO, he did not present the data since is not significative",YES,NO,,,,,,,,
45,"Franks SJ, 2003",45.38,"Florida, USA",,,,tropical,subtropical,NA,1116,,5.9,5232,"foredune, mid-dune and rear dune",4,experimental,growth (N leaves),growth,,,,shrub,shrub ,wood,Iva imbricata,grass,grass,herb,non-wood,Uniola paniculata,juveniles,young,neutral,,,"NO, he did not present the data since is not significative",YES,NO,,,,,,,,
45,"Franks SJ, 2003",45.39,"Georgia, USA",,,,temperate,NA,NA,881,0.193,8.0,6090,"foredune, mid-dune and rear dune",4,experimental,growth (N leaves),growth,,,,grass,herb,non-wood,Uniola paniculata,grass,grass,herb,non-wood,Uniola paniculata,juveniles,young,neutral,,,"NO, he did not present the data since is not significative",YES,NO,,,,,,,,
45,"Franks SJ, 2003",45.40,"Georgia, USA",,,,temperate,NA,NA,881,0.193,8.0,6090,"foredune, mid-dune and rear dune",4,experimental,growth (N leaves),growth,,,,shrub,shrub ,wood,Iva imbricata,grass,grass,herb,non-wood,Uniola paniculata,juveniles,young,neutral,,,"NO, he did not present the data since is not significative",YES,NO,,,,,,,,
45,"Franks SJ, 2003",45.41,"Georgia and Florida, USA",,,,temperate,NA,NA,NA,,NA,NA,foredune,1,experimental,biomass (aboveground),growth,,,,several,several,several,Iva imbricata and Uniola paniculata,grass and shrub,several,several,several,Iva imbricata and Uniola paniculata,juveniles,young,negative,,,"NO, because the author didn't provide the N",YES,NO,,,,,,,,
45,"Franks SJ, 2003",45.42,"Georgia and Florida, USA",,,,temperate,NA,NA,NA,,NA,NA,mid-dune,2,experimental,biomass (aboveground),growth,,,,several,several,several,Iva imbricata and Uniola paniculata,grass and shrub,several,several,several,Iva imbricata and Uniola paniculata,juveniles,young,neutral,,,"NO, because the author didn't provide the N",YES,NO,,,,,,,,
45,"Franks SJ, 2003",45.43,"Georgia and Florida, USA",,,,temperate,NA,NA,NA,,NA,NA,rear dune,2,experimental,biomass (aboveground),growth,,,,several,several,several,Iva imbricata and Uniola paniculata,grass and shrub,several,several,several,Iva imbricata and Uniola paniculata,juveniles,young,neutral,,,"NO, because the author didn't provide the N",YES,NO,,,,,,,,
47,"El-Bana MI, Nijs I, Kockelbergh F, 2002",47.01,Egito,,31°03'N,33°30'E,temperate,arid,82,67,,1.2,4616,NA,1,pattern,abundance (density),abundance,no,somewhat,"reduce soil temp, PAR and improve soil fertility (more silty and clay, organic carbon, total N, P, Na and K)",shrub,shrub ,wood,Retama raetam,herb,herb,herb,non-wood,Erodium laciniatum,all (less seeds),several,neutral,,They studied the effects of widely spaced nebkhas of R. raetam shrub on their microenvironment and associated herbaceous vegetation.,"NO, they didn't provide N ",YES,NO,,,,,,,,
47,"El-Bana MI, Nijs I, Kockelbergh F, 2002",47.02,Egito,,,,temperate,arid,82,67,,1.2,4616,NA,1,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Retama raetam,herb,herb,herb,non-wood,Lotus halophilus,all (less seeds),several,positive,,,"NO, they didn't provide N ",YES,NO,,,,,,,,
47,"El-Bana MI, Nijs I, Kockelbergh F, 2002",47.03,Egito,,,,temperate,arid,82,67,,1.2,4616,NA,1,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Retama raetam,herb,herb,herb,non-wood,Crucianella membrenacea,all (less seeds),several,positive,,,"NO, they didn't provide N ",YES,NO,,,,,,,,
47,"El-Bana MI, Nijs I, Kockelbergh F, 2002",47.04,Egito,,,,temperate,arid,82,67,,1.2,4616,NA,1,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Retama raetam,herb,herb,herb,non-wood,Pancratium sickenbergeri,all (less seeds),several,positive,,,"NO, they didn't provide N ",YES,NO,,,,,,,,
47,"El-Bana MI, Nijs I, Kockelbergh F, 2002",47.05,Egito,,,,temperate,arid,82,67,,1.2,4616,NA,1,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Retama raetam,herb,herb,herb,non-wood,Plantago ovata,all (less seeds),several,negative,,,"NO, they didn't provide N ",YES,NO,,,,,,,,
47,"El-Bana MI, Nijs I, Kockelbergh F, 2002",47.06,Egito,,,,temperate,arid,82,67,,1.2,4616,NA,1,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Retama raetam,herb,herb,herb,non-wood,Ifloga spicata,all (less seeds),several,negative,,,"NO, they didn't provide N ",YES,NO,,,,,,,,
47,"El-Bana MI, Nijs I, Kockelbergh F, 2002",47.07,Egito,,,,temperate,arid,82,67,,1.2,4616,NA,1,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Retama raetam,herb,herb,herb,non-wood,Filago desertorum ,all (less seeds),several,negative,,,"NO, they didn't provide N ",YES,NO,,,,,,,,
47,"El-Bana MI, Nijs I, Kockelbergh F, 2002",47.08,Egito,,,,temperate,arid,82,67,,1.2,4616,NA,1,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Retama raetam,herb,herb,herb,non-wood,Ononis serrata,all (less seeds),several,negative,,,"NO, they didn't provide N ",YES,NO,,,,,,,,
47,"El-Bana MI, Nijs I, Kockelbergh F, 2002",47.09,Egito,,,,temperate,arid,82,67,,1.2,4616,NA,1,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Retama raetam,herb,herb,herb,non-wood,Schimus arabicus,all (less seeds),several,neutral,,,"NO, they didn't provide N ",YES,NO,,,,,,,,
47,"El-Bana MI, Nijs I, Kockelbergh F, 2002",47.10,Egito,,,,temperate,arid,82,67,,1.2,4616,NA,1,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Retama raetam,herb,herb,herb,non-wood,Cutandia dichotoma,all (less seeds),several,neutral,,,"NO, they didn't provide N ",YES,NO,,,,,,,,
47,"El-Bana MI, Nijs I, Kockelbergh F, 2002",47.11,Egito,,,,temperate,arid,82,67,,1.2,4616,NA,1,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Retama raetam,herb,herb,herb,non-wood,Lobularia arabica,all (less seeds),several,positive,,,"NO, they didn't provide N ",YES,NO,,,,,,,,
47,"El-Bana MI, Nijs I, Kockelbergh F, 2002",47.12,Egito,,,,temperate,arid,82,67,,1.2,4616,NA,1,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Retama raetam,herb,herb,herb,non-wood,Bupleurum semicompositum,all (less seeds),several,positive,,,"NO, they didn't provide N ",YES,NO,,,,,,,,
47,"El-Bana MI, Nijs I, Kockelbergh F, 2002",47.13,Egito,,,,temperate,arid,82,67,,1.2,4616,NA,1,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Retama raetam,herb,herb,herb,non-wood,Centaura calitrapa,all (less seeds),several,positive,,,"NO, they didn't provide N ",YES,NO,,,,,,,,
47,"El-Bana MI, Nijs I, Kockelbergh F, 2002",47.14,Egito,,,,temperate,arid,82,67,,1.2,4616,NA,1,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Retama raetam,herb,herb,herb,non-wood,Bromus rubens,all (less seeds),several,positive,,,"NO, they didn't provide N ",YES,NO,,,,,,,,
47,"El-Bana MI, Nijs I, Kockelbergh F, 2002",47.15,Egito,,,,temperate,arid,82,67,,1.2,4616,NA,1,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Retama raetam,herb,herb,herb,non-wood,Pancratium maritimum,all (less seeds),several,positive,,,"NO, they didn't provide N ",YES,NO,,,,,,,,
50,"Joy DA, Young DR, 2002",50.01,"Virginia, USA",,37°40'N,75°40'W,temperate,NA,NA,958,0.256,6.9,6233,open shrub,2,pattern,abundance (density),abundance,no,somewhat,"Light levels and soil temperature are reduced and less variable. Soil fertility is greater (OM), e conteúdo de água.",tree,tree,wood,Juniperus virginiana,all (woody and forbs),several,several,several,all,all (less seeds),several,neutral,,The study examine the importance of solitary trees to the establishment and distribution of midsucessional woody seedlings in coastal enviroments,YES,NA,YES,22.4,14.9,24.88,18.03,13,13,6.9,5
50,"Joy DA, Young DR, 2002",50.02,"Virginia, USA",,,,temperate,NA,NA,958,0.256,6.9,6233,open shrub,2,pattern,abundance (density),abundance,,,,tree,tree,wood,Juniperus virginiana,woody species,several,several,wood,"Baccharis halimifolia, Borrichia frutencens, Iva frutescens, Juniperus virginiana, Lonicera japonica, Myruca cerifera, Parthenocissus quinquefolia, Prunus serotina, Rubus argutus, Smilax bona-nox, Toxicodendron radicans",all (less seeds),several,positive,,,YES ,NA,YES,2.9,5.5,2.52,3.61,13,13,0.7,1
50,"Joy DA, Young DR, 2002",50.03,"Virginia, USA",,,,temperate,NA,NA,958,0.256,6.9,6233,open shrub,2,pattern,abundance (density),abundance,,,,tree,tree,wood,Juniperus virginiana,bird-dispersed,several,several,several,"Juniperus virginiana, Lonicera japonica, Myruca cerifera, Parthenocissus quinquefolia, Prunus serotina, Rubus argutus, Smilax bona-nox, Toxicodendron radicans",all (less seeds),several,positive,,,"No, pseudoreplica, já muitas das spp incluidas neste grupo fazem parte do grupo woddy spp",NA,NO,2.1,4.6,2.16,3.61,13,13,0.6,1
50,"Joy DA, Young DR, 2002",50.04,"Virginia, USA",,,,temperate,NA,NA,958,0.256,6.9,6233,open shrub,2,pattern,richness,richness,,,,tree,tree,wood,Juniperus virginiana,all (woody and forbs),several,several,several,all,all (less seeds),several,neutral,,,YES ,NA,YES,4.20,4.50,2.88,2.88,13,13,0.80,0.80
50,"Joy DA, Young DR, 2002",50.05,"Virginia, USA",,,,temperate,NA,NA,958,0.256,6.9,6233,open shrub,2,pattern,richness,richness,,,,tree,tree,wood,Juniperus virginiana,woody species,several,several,wood,"Baccharis halimifolia, Borrichia frutencens, Iva frutescens, Juniperus virginiana, Lonicera japonica, Myruca cerifera, Parthenocissus quinquefolia, Prunus serotina, Rubus argutus, Smilax bona-nox, Toxicodendron radicans",all (less seeds),several,positive,,,YES ,NA,YES,1.50,2.50,1.08,1.08,13,13,0.30,0.30
50,"Joy DA, Young DR, 2002",50.06,"Virginia, USA",,,,temperate,NA,NA,958,0.256,6.9,6233,open shrub,2,pattern,richness,richness,,,,tree,tree,wood,Juniperus virginiana,bird-dispersed,several,several,several,"Juniperus virginiana, Lonicera japonica, Myruca cerifera, Parthenocissus quinquefolia, Prunus serotina, Rubus argutus, Smilax bona-nox, Toxicodendron radicans",all (less seeds),several,positive,,,"NO, pseudoreplica, since most spp in this group is present in the woody group",NA,NO,1.20,2.20,0.72,1.44,13,13,0.20,0.40
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.01,South Africa,,31°18'S,17°54'E,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,abundance (density - winter),abundance,no,no,NA,shrub,shrub ,wood,Eriocephalus africanus,all,several,several,several,all,seedlings,young,negative,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.02,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,abundance (density - winter),abundance,,,,shrub,shrub ,wood,Tthonna floribunda,all,several,several,several,all,seedlings,young,neutral,"Test the nurse plant effect (if seedling number, species richness and seedling survival is higher and dominant shrubs than in open areas ",,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.03,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,abundance (density - winter),abundance,,,,shrub,shrub ,wood,Salvia africana-lutea,all,several,several,several,all,seedlings,young,negative,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.04,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,abundance (density - winter),abundance,,,,shrub,shrub ,wood,Tripteris oppositifoilia,all,several,several,several,all,seedlings,young,negative,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.05,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,abundance (density - winter),abundance,,,,shrub,shrub ,wood,Zygophyllum morgsana,all,several,several,several,all,seedlings,young,negative,,,NO not provide desviation,YES,NO,,,,,,,,
